state,county,state_name,pop_density
AR,Jackson,Arkansas,26.518989302
AR,Jefferson,Arkansas,78.293590368
AR,Johnson,Arkansas,40.525027934
AR,Lafayette,Arkansas,12.648231995
AR,Lawrence,Arkansas,27.967935241
AR,Lee,Arkansas,14.909863035
AR,Lincoln,Arkansas,23.831748998
AR,Little River,Arkansas,23.158453719
AR,Logan,Arkansas,30.696690278
AR,Lonoke,Arkansas,95.546462579
AR,Madison,Arkansas,19.755374235
AR,Marion,Arkansas,28.012103192
AR,Miller,Arkansas,69.666031456
AR,Mississippi,Arkansas,45.791823127
AR,Monroe,Arkansas,11.364790682
AR,Montgomery,Arkansas,11.443104702
AR,Nevada,Arkansas,13.476024627
AR,Newton,Arkansas,9.5077549052
AR,Ouachita,Arkansas,32.214182855
AR,Perry,Arkansas,18.768461813
AR,Phillips,Arkansas,25.917573945
AR,Pike,Arkansas,17.769790471
AR,Poinsett,Arkansas,31.612860463
AR,Polk,Arkansas,23.375831327
AR,Pope,Arkansas,78.767276003
AR,Prairie,Arkansas,12.462049541
AR,Pulaski,Arkansas,517.42322701
AR,Randolph,Arkansas,27.518169014
AR,St. Francis,Arkansas,40.073839601
AR,Saline,Arkansas,167.81364049
AR,Scott,Arkansas,11.564410034
AR,Searcy,Arkansas,11.947252317
AR,Sebastian,Arkansas,240.1846226
AR,Sevier,Arkansas,30.327516453
AR,Sharp,Arkansas,28.731305394
AR,Stone,Arkansas,20.542406304
AR,Union,Arkansas,37.649550945
AR,Van Buren,Arkansas,23.393298175
AR,Washington,Arkansas,251.54733629
AR,White,Arkansas,76.058647934
AR,Woodruff,Arkansas,11.060580858
AR,Yell,Arkansas,23.152484354
CA,Alameda,California,2260.6172815
CA,Alpine,California,1.4911822298
CA,Amador,California,66.237595522
CA,Butte,California,141.31390825
CA,Calaveras,California,44.707141846
CA,Colusa,California,18.794434391
CA,Contra Costa,California,1604.0222051
CA,Del Norte,California,27.655764833
CA,El Dorado,California,111.64849685
CA,Fresno,California,166.89888064
CA,Glenn,California,21.345275346
CA,Humboldt,California,38.219270159
CA,Imperial,California,43.534898333
CA,Inyo,California,1.7667330058
CA,Kern,California,110.27241954
CA,Kings,California,108.87219437
CA,Lake,California,51.23845743
CA,Lassen,California,6.7828105546
CA,Los Angeles,California,2490.1520009
CA,Madera,California,73.784428644
CA,Marin,California,498.91943986
CA,Mariposa,California,12.058631897
CA,Mendocino,California,24.984894692
CA,Merced,California,141.94999677
CA,Modoc,California,2.2416343556
CA,Mono,California,4.6736841662
CA,Monterey,California,132.73342057
CA,Napa,California,186.30912441
CA,Nevada,California,104.09286589
CA,Orange,California,4018.7210395
CA,Placer,California,279.4073303
CA,Plumas,California,7.3652724675
CA,Riverside,California,340.07325608
CA,Sacramento,California,1596.1292848
CA,San Benito,California,44.314210812
CA,San Bernardino,California,108.25593326
CA,San Diego,California,794.38135555
CA,San Francisco,California,18848.498575
CA,San Joaquin,California,540.55410882
CA,San Luis Obispo,California,86.047009542
CA,San Mateo,California,1715.3010657
CA,Santa Barbara,California,163.25569659
CA,Santa Clara,California,1500.7291893
CA,Santa Cruz,California,616.13143107
CA,Shasta,California,47.687714033
CA,Sierra,California,3.1337591117
CA,Siskiyou,California,6.9637867467
CA,Solano,California,543.48518937
CA,Sonoma,California,317.24772804
CA,Stanislaus,California,367.519528
CA,Sutter,California,160.66740977
CA,Tehama,California,21.672782844
CA,Trinity,California,3.9427318947
CA,Tulare,California,96.563936248
CA,Tuolumne,California,24.557268145
CA,Ventura,California,461.86273094
CA,Yolo,California,217.20800282
CA,Yuba,California,123.47946969
CO,Adams,Colorado,438.8979388
CO,Alamosa,Colorado,23.088195473
CO,Arapahoe,Colorado,816.12917964
CO,Archuleta,Colorado,10.195640232
CO,Baca,Colorado,1.4031351005
CO,Bent,Colorado,3.8880340539
CO,Boulder,Colorado,448.9143187
CO,Broomfield,Colorado,2098.7742831
CO,Chaffee,Colorado,19.762022163
CO,Cheyenne,Colorado,1.0549542427
CO,Clear Creek,Colorado,24.304184289
CO,Conejos,Colorado,6.3692452724
CO,Costilla,Colorado,3.1182962122
CO,Crowley,Colorado,7.4394146957
CO,Custer,Colorado,6.7070497655
CO,Delta,Colorado,27.101189707
CO,Denver,Colorado,4674.0308503
CO,Dolores,Colorado,1.9434572114
CO,Douglas,Colorado,407.94521315
CO,Eagle,Colorado,32.64703072
CO,Elbert,Colorado,14.200066737
CO,El Paso,Colorado,335.64075915
CO,Fremont,Colorado,31.323174703
CO,Garfield,Colorado,20.277894093
CO,Gilpin,Colorado,40.834962852
CO,Grand,Colorado,8.4080663561
CO,Gunnison,Colorado,5.324249972
CO,Hinsdale,Colorado,0.7259019094
CO,Huerfano,Colorado,4.3298913942
CO,Jackson,Colorado,0.8669379065
CO,Jefferson,Colorado,759.1793266
CO,Kiowa,Colorado,0.7823244232
CO,Kit Carson,Colorado,3.3149428067
CO,Lake,Colorado,20.757771652
CO,La Plata,Colorado,33.323772586
CO,Larimer,Colorado,135.03440473
CO,Las Animas,Colorado,3.0385895428
CO,Lincoln,Colorado,2.1763761736
CO,Logan,Colorado,11.708918652
CO,Mesa,Colorado,46.02284001
CO,Mineral,Colorado,0.8860870484
CO,Moffat,Colorado,2.7803759
CO,Montezuma,Colorado,12.889976505
CO,Montrose,Colorado,18.837579193
CO,Morgan,Colorado,22.30248204
CO,Otero,Colorado,14.606015807
CO,Ouray,Colorado,8.9236751957
CO,Park,Colorado,8.4579871298
CO,Phillips,Colorado,6.2303041849
CO,Pitkin,Colorado,18.491783905
CO,Prowers,Colorado,7.4243298348
CO,Pueblo,Colorado,70.210993427
CO,Rio Blanco,Colorado,1.9671089583
CO,Rio Grande,Colorado,12.336116249
CO,Routt,Colorado,10.894489846
CO,Saguache,Colorado,2.1596520906
CO,San Juan,Colorado,1.9663727206
CO,San Miguel,Colorado,6.3657662953
CO,Sedgwick,Colorado,4.2022417748
CO,Summit,Colorado,50.969936783
CO,Teller,Colorado,45.028853782
CO,Washington,Colorado,1.9494982734
CO,Weld,Colorado,78.851684923
CO,Yuma,Colorado,4.2378644826
CT,Fairfield,Connecticut,1510.2017654
CT,Hartford,Connecticut,1214.6158128
CT,Litchfield,Connecticut,196.7501285
CT,Middlesex,Connecticut,440.50933532
CT,New Haven,Connecticut,1418.6894119
CT,New London,Connecticut,401.09168696
CT,Tolland,Connecticut,367.78399765
CT,Windham,Connecticut,228.15463809
DE,Kent,Delaware,304.7934112
DE,New Castle,Delaware,1312.0238484
DE,Sussex,Delaware,244.93186001
DC,District of Columbia,District of Columbia,11490.11954
FL,Alachua,Florida,308.50950977
FL,Baker,Florida,48.451027051
FL,Bay,Florida,244.27089664
FL,Bradford,Florida,94.338220672
FL,Brevard,Florida,587.92371439
FL,Broward,Florida,1621.8541187
FL,Calhoun,Florida,25.711451827
FL,Charlotte,Florida,271.61376244
FL,Citrus,Florida,254.21245189
FL,Clay,Florida,357.27318373
FL,Collier,Florida,189.59334129
FL,Columbia,Florida,88.399428042
FL,DeSoto,Florida,58.880799073
FL,Dixie,Florida,23.684422744
FL,Duval,Florida,1245.4276983
FL,Escambia,Florida,480.28674691
FL,Flagler,Florida,230.99691298
FL,Franklin,Florida,21.528379227
FL,Gadsden,Florida,88.891268286
FL,Gilchrist,Florida,52.205512015
FL,Glades,Florida,17.014259764
FL,Gulf,Florida,29.207415534
FL,Hamilton,Florida,27.852272385
FL,Hardee,Florida,42.731756899
FL,Hendry,Florida,35.940976517
FL,Hernando,Florida,403.71096062
FL,Highlands,Florida,103.63219933
FL,Hillsborough,Florida,1406.1656524
FL,Holmes,Florida,40.673970115
FL,Indian River,Florida,313.08292702
FL,Jackson,Florida,52.609709109
FL,Jefferson,Florida,23.889889623
FL,Lafayette,Florida,16.069996679
FL,Lake,Florida,374.98241314
FL,Lee,Florida,964.95403225
FL,Leon,Florida,438.64443441
FL,Levy,Florida,36.459294309
FL,Liberty,Florida,10.121314956
FL,Madison,Florida,26.60191139
FL,Manatee,Florida,531.33812168
FL,Marion,Florida,226.62767089
FL,Martin,Florida,295.91098345
FL,Miami-Dade,Florida,1454.4185518
FL,Monroe,Florida,76.322425169
FL,Nassau,Florida,132.31784045
FL,Okaloosa,Florida,222.81400398
FL,Okeechobee,Florida,54.024408265
FL,Orange,Florida,1529.7338906
FL,Osceola,Florida,277.16119011
FL,Palm Beach,Florida,755.96466773
FL,Pasco,Florida,722.71693249
FL,Pinellas,Florida,3562.6795555
FL,Polk,Florida,393.95979207
FL,Putnam,Florida,101.89085222
FL,St. Johns,Florida,423.26477529
FL,St. Lucie,Florida,561.72251106
FL,Santa Rosa,Florida,177.15590737
FL,Sarasota,Florida,766.28137617
FL,Seminole,Florida,1512.0578727
FL,Sumter,Florida,231.1094292
FL,Suwannee,Florida,64.179586421
FL,Taylor,Florida,20.725228238
FL,Union,Florida,61.341150462
FL,Volusia,Florida,497.19992295
FL,Wakulla,Florida,53.529058508
FL,Walton,Florida,68.779121381
FL,Washington,Florida,42.553445095
GA,Appling,Georgia,36.411471039
GA,Atkinson,Georgia,24.209373282
GA,Bacon,Georgia,39.372054789
GA,Baker,Georgia,9.0420637971
GA,Baldwin,Georgia,173.26307428
GA,Banks,Georgia,81.825059324
GA,Barrow,Georgia,501.80587698
GA,Bartow,Georgia,231.56271163
GA,Ben Hill,Georgia,67.115205338
GA,Berrien,Georgia,42.463597122
GA,Bibb,Georgia,613.85708065
GA,Bleckley,Georgia,59.470971049
GA,Brantley,Georgia,42.655658033
GA,Brooks,Georgia,31.460501666
GA,Bryan,Georgia,87.096228739
GA,Bulloch,Georgia,114.35230429
GA,Burke,Georgia,27.112519115
GA,Butts,Georgia,131.7056227
GA,Calhoun,Georgia,22.654635493
GA,Camden,Georgia,85.160835276
GA,Candler,Georgia,44.58171172
GA,Carroll,Georgia,236.70227107
GA,Catoosa,Georgia,415.75588371
GA,Charlton,Georgia,16.623789475
GA,Chatham,Georgia,667.69685409
GA,Chattahoochee,Georgia,42.952971556
GA,Chattooga,Georgia,79.118695952
GA,Cherokee,Georgia,603.5603742
GA,Clarke,Georgia,1068.0392115
GA,Clay,Georgia,14.774522292
GA,Clayton,Georgia,2044.2566331
GA,Clinch,Georgia,8.1570979007
GA,Cobb,Georgia,2227.6706927
GA,Coffee,Georgia,72.755654622
GA,Colquitt,Georgia,83.345601713
GA,Columbia,Georgia,531.89864107
GA,Cook,Georgia,75.180213791
GA,Coweta,Georgia,330.80839942
GA,Crawford,Georgia,37.911632258
GA,Crisp,Georgia,82.890437462
GA,Dade,Georgia,93.263758111
GA,Dawson,Georgia,118.9737044
GA,Decatur,Georgia,44.501432126
GA,DeKalb,Georgia,2825.8715707
GA,Dodge,Georgia,41.747757656
GA,Dooly,Georgia,34.908133826
GA,Dougherty,Georgia,277.63494602
GA,Douglas,Georgia,726.30580653
GA,Early,Georgia,19.990264609
GA,Echols,Georgia,9.5145860704
GA,Effingham,Georgia,129.88932676
GA,Elbert,Georgia,54.457786813
GA,Emanuel,Georgia,33.225013492
GA,Evans,Georgia,58.61845002
GA,Fannin,Georgia,67.085284623
GA,Fayette,Georgia,583.7221418
GA,Floyd,Georgia,192.08052922
GA,Forsyth,Georgia,1053.7096693
GA,Franklin,Georgia,88.021651315
GA,Fulton,Georgia,1993.6122817
GA,Gilmer,Georgia,72.301855514
GA,Glascock,Georgia,20.8354278
GA,Glynn,Georgia,203.11957388
GA,Gordon,Georgia,162.11335613
GA,Grady,Georgia,54.450921322
GA,Greene,Georgia,45.654448687
GA,Gwinnett,Georgia,2154.8583776
GA,Habersham,Georgia,163.95762704
GA,Hall,Georgia,514.3923541
GA,Hancock,Georgia,17.721468341
GA,Haralson,Georgia,104.66562084
GA,Harris,Georgia,74.324009182
GA,Hart,Georgia,112.29182638
GA,Heard,Georgia,40.131536583
GA,Henry,Georgia,722.48832395
GA,Houston,Georgia,413.41872333
GA,Irwin,Georgia,26.520847355
GA,Jackson,Georgia,207.3270136
GA,Jasper,Georgia,38.109919057
GA,Jeff Davis,Georgia,45.416099152
GA,Jefferson,Georgia,29.303907704
GA,Jenkins,Georgia,24.999647224
GA,Johnson,Georgia,32.037609077
GA,Jones,Georgia,72.640748024
GA,Lamar,Georgia,103.54187573
GA,Lanier,Georgia,52.611184538
GA,Laurens,Georgia,58.621547066
GA,Lee,Georgia,83.634381121
GA,Liberty,Georgia,119.07166242
GA,Lincoln,Georgia,37.622182655
GA,Long,Georgia,47.448361983
GA,Lowndes,Georgia,233.97390852
GA,Lumpkin,Georgia,116.47261993
GA,McDuffie,Georgia,83.62471246
GA,McIntosh,Georgia,33.244163906
GA,Macon,Georgia,32.803205409
GA,Madison,Georgia,105.01976724
GA,Marion,Georgia,22.815884681
GA,Meriwether,Georgia,42.033155007
GA,Miller,Georgia,20.132932055
GA,Mitchell,Georgia,43.330377964
GA,Monroe,Georgia,69.478880956
GA,Montgomery,Georgia,38.122266924
GA,Morgan,Georgia,54.268190664
GA,Murray,Georgia,115.88302809
GA,Muscogee,Georgia,897.07283874
GA,Newton,Georgia,400.15094109
GA,Oconee,Georgia,213.05264292
GA,Oglethorpe,Georgia,34.286697183
GA,Paulding,Georgia,525.29085837
GA,Peach,Georgia,181.65730499
GA,Pickens,Georgia,137.81026386
GA,Pierce,Georgia,56.951250805
GA,Pike,Georgia,86.234276983
GA,Polk,Georgia,136.85414441
GA,Pulaski,Georgia,44.407202115
GA,Putnam,Georgia,63.272846585
GA,Quitman,Georgia,15.069022938
GA,Rabun,Georgia,45.569208767
GA,Randolph,Georgia,15.956153193
GA,Richmond,Georgia,621.47267524
GA,Rockdale,Georgia,697.88349669
GA,Schley,Georgia,31.370757199
GA,Screven,Georgia,21.583486661
GA,Seminole,Georgia,35.005234803
GA,Spalding,Georgia,337.27280528
GA,Stephens,Georgia,145.32497495
GA,Stewart,Georgia,13.512851349
GA,Sumter,Georgia,61.575451905
GA,Talbot,Georgia,16.025452299
GA,Taliaferro,Georgia,8.2627862141
GA,Tattnall,Georgia,52.807684261
GA,Taylor,Georgia,21.341381357
GA,Telfair,Georgia,36.303976323
GA,Terrell,Georgia,25.64790767
GA,Thomas,Georgia,81.614461753
GA,Tift,Georgia,155.50308612
GA,Toombs,Georgia,73.863713594
GA,Towns,Georgia,71.198676956
GA,Treutlen,Georgia,34.141771411
GA,Troup,Georgia,169.16118558
GA,Turner,Georgia,27.721010075
GA,Twiggs,Georgia,22.791337643
GA,Union,Georgia,74.517502401
GA,Upson,Georgia,81.043890723
GA,Walker,Georgia,155.49176487
GA,Walton,Georgia,286.12603538
GA,Ware,Georgia,39.680920231
GA,Warren,Georgia,18.466163888
GA,Washington,Georgia,30.045090206
GA,Wayne,Georgia,46.434429869
GA,Webster,Georgia,12.471546108
GA,Wheeler,Georgia,26.664225716
GA,White,Georgia,124.48941848
GA,Whitfield,Georgia,358.29394249
GA,Wilcox,Georgia,23.323844964
GA,Wilkes,Georgia,21.035108429
GA,Wilkinson,Georgia,20.115117067
GA,Worth,Georgia,35.567841101
HI,Hawaii,Hawaii,49.890897575
HI,Honolulu,Hawaii,1631.932667
HI,Kalawao,Hawaii,7.3385877204
HI,Kauai,Hawaii,116.36530521
HI,Maui,Hawaii,143.95409023
ID,Ada,Idaho,446.73232225
ID,Adams,Idaho,3.1185676561
ID,Bannock,Idaho,78.3273294
ID,Bear Lake,Idaho,6.2005001049
ID,Benewah,Idaho,11.874922779
ID,Bingham,Idaho,22.082458928
ID,Blaine,Idaho,8.5683261132
ID,Boise,Idaho,4.0188345213
ID,Bonner,Idaho,25.805849478
ID,Bonneville,Idaho,62.623318259
ID,Boundary,Idaho,9.4176452008
ID,Butte,Idaho,1.1674560255
ID,Camas,Idaho,1.0491193807
ID,Canyon,Idaho,380.71931864
ID,Caribou,Idaho,4.0018279352
ID,Cassia,Idaho,9.3014963307
ID,Clark,Idaho,0.4832274056
ID,Clearwater,Idaho,3.5640549689
ID,Custer,Idaho,0.8695339893
ID,Elmore,Idaho,8.8644880876
ID,Franklin,Idaho,20.702273988
ID,Fremont,Idaho,7.0645306185
ID,Gem,Idaho,31.502246134
ID,Gooding,Idaho,20.835815865
ID,Idaho,Idaho,1.9478645565
ID,Jefferson,Idaho,26.917387465
ID,Jerome,Idaho,40.19438733
ID,Kootenai,Idaho,130.47962803
ID,Latah,Idaho,37.303861978
ID,Lemhi,Idaho,1.7444205376
ID,Lewis,Idaho,8.0635475669
ID,Lincoln,Idaho,4.461596501
ID,Madison,Idaho,83.756127885
ID,Minidoka,Idaho,27.510054185
ID,Nez Perce,Idaho,47.632942679
ID,Oneida,Idaho,3.7432715815
ID,Owyhee,Idaho,1.5248677378
ID,Payette,Idaho,57.880182569
ID,Power,Idaho,5.5334494575
ID,Shoshone,Idaho,4.8517023162
ID,Teton,Idaho,25.919030913
ID,Twin Falls,Idaho,44.793888497
ID,Valley,Idaho,3.0124555417
ID,Washington,Idaho,6.993827992
IL,Adams,Illinois,76.818914184
IL,Alexander,Illinois,25.730173457
IL,Bond,Illinois,43.724157294
IL,Boone,Illinois,190.82679706
IL,Brown,Illinois,21.447348086
IL,Bureau,Illinois,37.962968618
IL,Calhoun,Illinois,18.918568778
IL,Carroll,Illinois,32.158661449
IL,Cass,Illinois,32.627972676
IL,Champaign,Illinois,210.80333873
IL,Christian,Illinois,46.034343599
IL,Clark,Illinois,31.103108681
IL,Clay,Illinois,28.3019997
IL,Clinton,Illinois,79.406522494
IL,Coles,Illinois,100.11061526
IL,Cook,Illinois,5482.3791333
IL,Crawford,Illinois,42.395006748
IL,Cumberland,Illinois,31.244203529
IL,DeKalb,Illinois,164.95438333
IL,De Witt,Illinois,39.665258788
IL,Douglas,Illinois,46.749820314
IL,DuPage,Illinois,2833.4235729
IL,Edgar,Illinois,27.847975105
IL,Edwards,Illinois,28.738579549
IL,Effingham,Illinois,71.451959261
IL,Fayette,Illinois,29.889909731
IL,Ford,Illinois,27.314837057
IL,Franklin,Illinois,94.641920134
IL,Fulton,Illinois,40.249428208
IL,Gallatin,Illinois,15.65992834
IL,Greene,Illinois,24.021213472
IL,Grundy,Illinois,121.91691262
IL,Hamilton,Illinois,18.7813245
IL,Hancock,Illinois,22.481515074
IL,Hardin,Illinois,22.031620431
IL,Henderson,Illinois,17.711706446
IL,Henry,Illinois,59.647671783
IL,Iroquois,Illinois,24.703647459
IL,Jackson,Illinois,98.308103055
IL,Jasper,Illinois,19.431324136
IL,Jefferson,Illinois,66.210686996
IL,Jersey,Illinois,59.160169001
IL,Jo Daviess,Illinois,35.556314567
IL,Johnson,Illinois,36.217156675
IL,Kane,Illinois,1028.6060487
IL,Kankakee,Illinois,162.63764334
IL,Kendall,Illinois,399.41059069
IL,Knox,Illinois,69.945908011
IL,Lake,Illinois,1578.6585506
IL,LaSalle,Illinois,96.398357938
IL,Lawrence,Illinois,42.358750189
IL,Lee,Illinois,47.214327473
IL,Livingston,Illinois,34.266082198
IL,Logan,Illinois,46.798858946
IL,McDonough,Illinois,50.82221616
IL,McHenry,Illinois,511.37894382
IL,McLean,Illinois,146.06419548
IL,Macon,Illinois,180.35890904
IL,Macoupin,Illinois,52.511250512
IL,Madison,Illinois,369.33346345
IL,Marion,Illinois,65.717417091
IL,Marshall,Illinois,29.817257811
IL,Mason,Illinois,25.152704983
IL,Massac,Illinois,59.354741413
IL,Menard,Illinois,39.079072811
IL,Mercer,Illinois,27.799427286
IL,Monroe,Illinois,89.113618043
IL,Montgomery,Illinois,40.64651772
IL,Morgan,Illinois,59.732971225
IL,Moultrie,Illinois,43.806241691
IL,Ogle,Illinois,67.128381709
IL,Peoria,Illinois,291.94960348
IL,Perry,Illinois,47.930801838
IL,Piatt,Illinois,37.3355559
IL,Pike,Illinois,18.776680446
IL,Pope,Illinois,11.421755905
IL,Pulaski,Illinois,27.426726677
IL,Putnam,Illinois,35.852413048
IL,Randolph,Illinois,55.8058947
IL,Richland,Illinois,43.779449927
IL,Rock Island,Illinois,335.69746481
IL,St. Clair,Illinois,396.90992327
IL,Saline,Illinois,62.929083064
IL,Sangamon,Illinois,224.97846453
IL,Schuyler,Illinois,15.795903816
IL,Scott,Illinois,19.632315943
IL,Shelby,Illinois,28.662608462
IL,Stark,Illinois,18.842032885
IL,Stephenson,Illinois,79.269713769
IL,Tazewell,Illinois,204.70876585
IL,Union,Illinois,40.731884338
IL,Vermilion,Illinois,85.502455014
IL,Wabash,Illinois,51.726826921
IL,Warren,Illinois,31.402555743
IL,Washington,Illinois,24.876731103
IL,Wayne,Illinois,22.877699676
IL,White,Illinois,27.617957203
IL,Whiteside,Illinois,81.296707896
IL,Will,Illinois,828.23765369
IL,Williamson,Illinois,159.58846287
IL,Winnebago,Illinois,553.52649088
IL,Woodford,Illinois,72.876836812
IN,Adams,Indiana,105.11214021
IN,Allen,Indiana,571.03214082
IN,Bartholomew,Indiana,203.36755486
IN,Benton,Indiana,21.290913819
IN,Blackford,Indiana,72.267276141
IN,Boone,Indiana,158.42304178
IN,Brown,Indiana,48.828880761
IN,Carroll,Indiana,54.072338585
IN,Cass,Indiana,92.08911518
IN,Clark,Indiana,314.76825469
IN,Clay,Indiana,73.180587127
IN,Clinton,Indiana,79.616417091
IN,Crawford,Indiana,34.546925309
IN,Daviess,Indiana,77.177550808
IN,Dearborn,Indiana,162.47661139
IN,Decatur,Indiana,71.917114532
IN,DeKalb,Indiana,119.13484501
IN,Delaware,Indiana,292.70878533
IN,Dubois,Indiana,99.621177565
IN,Elkhart,Indiana,443.81142732
IN,Fayette,Indiana,107.18492865
IN,Floyd,Indiana,525.67209357
IN,Fountain,Indiana,41.325297252
IN,Franklin,Indiana,59.142002953
IN,Fulton,Indiana,54.538843844
IN,Gibson,Indiana,68.630312189
IN,Grant,Indiana,159.23477738
IN,Greene,Indiana,59.000786319
